Carrier,ID ,Search Ring Name ID,Block,Lot,Zoning District,Hight and Bulk District,Type of Building,Preference (1-7),Type of Consumer Services,Type of Consumer Products,Number of Antennas,Location of BTS,Type of Technology,Radio Frequency Range (Megahertz),Power Output of Equipment (Watts),Height to Top of Antenna,Name of Community Liason,Phone Number of Community Liason,Comments,Latitude,Longitude
Tmobile,SF63120,,ROW,ROW,NC-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,48.8446,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.760233,-122.504958
Tmobile,SF23244,,1709,015,NC- 1,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,32.2665,Rana.Christie30@T-Mobile.com,,,37.76251194,-122.5009309
Tmobile,SF23269,,6509,020,NCD,40X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,53.2585,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.75136129,-122.4291507
Tmobile,SF23251,,2004,061,RH-1,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,41.1282,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.75289349,-122.5048778
Tmobile,SF53447,,ROW,ROW,RH-3,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,44.0213,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.7535,-122.425
Tmobile,SF1041BA_31,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.748898,-122.421411
Tmobile,LSF1041BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,20,T-Mobile NOC,,Small cell,37.748898,-122.421411
Tmobile,SF1032BA_31,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.75879,-122.417479
Tmobile,LSF1032BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,20,T-Mobile NOC,,Small cell,37.75879,-122.417479
Tmobile,SF13457,,5642,50,NC-3,40-X,Mixed-Use,,"voice, video, data",,2,Roof,,1900 / 2100,,39.0029,Rana.Christie30@T-Mobile.com,,,37.74302267,-122.4214625
Tmobile,SF03029,,6527,045,RM-2,50-X,Quasi-Public,,"voice, video, data",,6,Internal,,1900 / 2100,,63.1877,Rana.Christie30@T-Mobile.com,,,37.75041667,-122.4168604
Tmobile,LSF1030BA11,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.755077,-122.420878
Tmobile,SF03050,,7231,003,RH-1(D),40-X,Industrial,,"voice, video, data",,6,Roof,,1900 / 2100 / 700,,57.1853,Rana.Christie30@T-Mobile.com,,,37.72974933,-122.4742493
Tmobile,LSF1040BA11,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,20,T-Mobile NOC,,Small cell,37.749203,-122.414782
Tmobile,SF1031BA_31,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.752429,-122.416463
Tmobile,LSF1031BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.752429,-122.416463
Tmobile,SF1031BA_11,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.754152,-122.414412
Tmobile,SF13012,,2454,57,NC-1,40-X,Mixed-Use,,"voice, video, data",,2,Ground,,1900 / 2100,,51.0077,Rana.Christie30@T-Mobile.com,,,37.7377389,-122.4998261
Tmobile,LSF1040BA21,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,31,T-Mobile NOC,,Small cell,37.74931,-122.412813
Tmobile,LSF1031BA51,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.752561,-122.414262
Tmobile,SF53308,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,40.6362,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7745,-122.458
Tmobile,SF03459,,1023,020,RH-2,40-X,Residential,,"voice, video, data",,2,Ground,,1900 / 2100,,50.2864,Rana.Christie30@T-Mobile.com,,,37.787583,-122.4451108
Tmobile,SF23243,,1790,010G,RH- 3,40- X,Church,,"voice, video, data",,2,Steeple,,1900 / 2100,,40.2824,Rana.Christie30@T-Mobile.com,,,37.76092678,-122.4948564
Tmobile,LSF1031BA61,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.752695,-122.412085
Tmobile,SF43580,,ROW,ROW,RH-3,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,49.0069,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.755,-122.411
Tmobile,SF23259,,ROW,ROW,RH-1 (D),40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,42.637,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7359,-122.471
Tmobile,SF1030BA_21,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.752191,-122.41863
Tmobile,LSF1030BA21,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.752191,-122.41863
Tmobile,SF13150,,1821,1,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Internal,,1900 / 2100,,30.0157,Rana.Christie30@T-Mobile.com,,,37.76077502,-122.4910087
Tmobile,SF70033,,2513,026,NC-2,100A,Community Center,,"voice, video, data",,3,Ground,,1900 / 2100 / 700,,42,Rana.Christie30@T-Mobile.com,,,37.7359,-122.503
Tmobile,SF03579,,1071,004,NC-3,80-D,Industrial,,"voice, video, data",,9,Roof,,700 / 1900 / 2100,,102,Rana.Christie30@T-Mobile.com,,,37.7826,-122.447986
Tmobile,LSF1031BA11,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.754152,-122.414412
Tmobile,SF70035,,7226,023,NC-1,26-X,Building,,"voice, video, data",,3,Basement,,1900 / 2100,,124,Rana.Christie30@T-Mobile.com,,,37.73167,-122.47424
Tmobile,SF03456,,4016,001,M-1,50-X,Office,,"voice, video, data",,9,Roof,,700 / 1900 / 2100,,81.31505,Rana.Christie30@T-Mobile.com,,,37.76233333,-122.41
Tmobile,SF13455,,3637,069,NC-3,65-B,Mixed-Use,,"voice, video, data",,6,Ground,,1900 / 2100,,119.2648,Rana.Christie30@T-Mobile.com,,,37.75540246,-122.418755
Tmobile,SF23253,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,56.6426,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7351,-122.506
Tmobile,SF03018,,4339,007,M-2,65-J,Industrial,,"voice, video, data",,6,Roof,,1900 / 2100,,43.33265,Rana.Christie30@T-Mobile.com,,,37.748583,-122.4033611
Tmobile,SF23250,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,38.939,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.74991944,-122.48786100
Tmobile,BA10274,,7045,1,RH-1,40-X,Public,,"voice, video, data",,1,Bell Tower,,1900 / 2100,,39.2984,Rana.Christie30@T-Mobile.com,,,37.71503628,-122.4457677
Tmobile,SF13021,,2017,021,NC-2,40-X,Commercial,,"voice, video, data",,1,Roof,,1900 / 2100,,51.075,Rana.Christie30@T-Mobile.com,,,37.75355303,-122.4904452
Tmobile,SF23235,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,51.62,Ryan.Wunsch1@T-Mobile.com,,,37.766265,-122.438579
Tmobile,SF43445,,4213,001,P,40-X,Building,,"voice, video, data",,6,Shelter,,1900 / 2100,,50,Rana.Christie30@T-Mobile.com,,,37.754255,-122.404715
Tmobile,SF03149,,0937,020,NC-3,40-X,Commercial,,"voice, video, data",,2,Ground,,1900 / 2100,,20.3072,Rana.Christie30@T-Mobile.com,,,37.79888856,-122.4424719
Tmobile,SF43557,,ROW,ROW,PDR-1-G,68-X,Mixed Use,,"voice, video, data",,6,Indoor,,1900 / 2100,,71.31105,Rana.Christie30@T-Mobile.com,,,37.757,-122.388
Tmobile,SF43412,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,38.6354,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.7578,-122.49
Tmobile,SF13157,,930,9,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,50.2864,Rana.Christie30@T-Mobile.com,,,37.79999897,-122.4429184
Tmobile,SF43566,,ROW,ROW,NC-2,50-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,52.1162,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7417,-122.496
Tmobile,SF53320,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,43.129,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.74223889,-122.49922200
Tmobile,SF23226,,1051,013,NC-3,65-A,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,39.2529,Rana.Christie30@T-Mobile.com,,,37.78562791,-122.438245
Tmobile,SF03017,,3562,004,UPR MARKET,50-X,Residential,,"voice, video, data",,9,Roof,,700 / 1900 / 2100,,64,Rana.Christie30@T-Mobile.com,,,37.76387,-122.434037
Tmobile,SF43562,,ROW,ROW,RH-1 (D),40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,44.1458,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7651,-122.484
Tmobile,SF23222,,0539,025,UNION NCD,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,40.2697,Rana.Christie30@T-Mobile.com,,,37.79677934,-122.4368204
Tmobile,SF03156,,0564,019,RM-1,40-X,Residential,,"voice, video, data",,2,Roof,,1900 / 2100,,135.2712,Rana.Christie30@T-Mobile.com,,,37.794583,-122.4347774
Tmobile,SF53470,,3591,001,PDR-1-G,58-X,Commercial,,"voice, video, data",,6,Outdoors,,1900 / 2100 / 700,,50.31905,Rana.Christie30@T-Mobile.com,,,37.76067900,-122.41522100
Tmobile,SF43567,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,51.1322,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7731,-122.478
Tmobile,SF03460,,1079,007,NC-3,105-X,Office,,"voice, video, data",,1,Roof,,1900 / 2100,,114.2792,Rana.Christie30@T-Mobile.com,,,37.78338856,-122.4409163
Tmobile,SF23210,,0041,006,NB NCD,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,39.2324,Rana.Christie30@T-Mobile.com,,,37.8051474,-122.4117995
Tmobile,SF63252,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,47.9901,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.745432,-122.504993
Tmobile,SF03155,,1190,001,RH-3,80-D,Institutional,,"voice, video, data",,3,Roof,,1900 / 2100,,40.322922,Rana.Christie30@T-Mobile.com,,,37.77483267,-122.4521944
Tmobile,SF03048,,0574,018,RC-4,80-D,Residential,,"voice, video, data",,6,Roof,,1900 / 2100,,51.3032,Rana.Christie30@T-Mobile.com,,,37.79555522,-122.422916
Tmobile,SF13024,,629,16,RM-1,60-F,Medical,,"voice, video, data",,6,Internal,,1900 / 2100,,131.30225,Rana.Christie30@T-Mobile.com,,,37.79025091,-122.4324519
Tmobile,SF53443,,0629,037,RM-1,40-X,Commercial,,"voice, video, data",,N/A,Roof,,1900 / 2100,,32.9508335,Rana.Christie30@T-Mobile.com,,Extenet-owned DAS,37.7992,-122.431
Tmobile,SF43563,,ROW,ROW,RH-3,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,39.1274,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.75750800,-122.48564500
Tmobile,SF03120,,4011,001,RH-3,40-X,Quasi-Public,,"voice, video, data",,1,Ground,,1900 / 2100,,25.2928,Rana.Christie30@T-Mobile.com,,,37.76327778,-122.40475
Tmobile,SF03252,,3544,065,UPR MARKET,80-B,Commercial,,"voice, video, data",,2,Internal,,1900 / 2100,,37.0021,Rana.Christie30@T-Mobile.com,,,37.76744378,-122.4288049
Tmobile,SF13128,,1151,025,RH-3,40-X,Church,,"voice, video, data",,1,Roof,,1900 / 2100,,39.2984,Rana.Christie30@T-Mobile.com,,,37.77895591,-122.4434625
Tmobile,SF13086,,1025,3,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Ground,,1900 / 2100,,38.2816,Rana.Christie30@T-Mobile.com,,,37.78850495,-122.4405289
Tmobile,SF03173,,0492,011 & 012,NC-3,40-X,Commercial,,"voice, video, data",,2,Basement,,1900 / 2100,,25.1546,Rana.Christie30@T-Mobile.com,,,37.80008333,-122.435583
Tmobile,SF43603,,0467A,023,NC-2,40-X,Mixed Use,,"voice, video, data",,2,Pole,,1900 / 2100,,64.2589,Rana.Christie30@T-Mobile.com,,,37.80094444,-122.43675000
Tmobile,SF03040,,TBD,TBD,NC-S,40-X,Nbr-Com,,"voice, video, data",,6,Internal,,700 / 1900 / 2100,,50.31905,Rana.Christie30@T-Mobile.com,,,37.71370748,-122.39898768
Tmobile,SF03276,,2094,006,RH-1,40-X,Institutional,,"voice, video, data",,6,Roof,,1900 / 2100 / 700,,46.2848,Rana.Christie30@T-Mobile.com,,,37.748303,-122.495987
Tmobile,SF03461,,0541,024,UNION NCD,40-X,Commercial,,"voice, video, data",,1,Internal,,1900 / 2100,,40.2697,Rana.Christie30@T-Mobile.com,,,37.79736078,-122.432666
Tmobile,SF43568,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,46.0221,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.7536,-122.484
Tmobile,SF03012,,0659,020,FILLMORE,40-X,Quasi-Public,,"voice, video, data",,6,Roof,,1900 / 2100,,72.32785,Rana.Christie30@T-Mobile.com,,,37.78747189,-122.4349163
Tmobile,SF23285,,ROW,ROW,RH-3,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,42.145,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7586,-122.4
Tmobile,LSF1050BA21,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,33,T-Mobile NOC,,Small cell,37.731834,-122.395551
Tmobile,SF53449,,1731,025,NC-2,105-A,Commercial,,"voice, video, data",,6,Indoor,,700 / 1900 / 2100,,84.2672,Rana.Christie30@T-Mobile.com,,,37.76378200,-122.47801100
Tmobile,SF03258,,0624,025/026,RM-3,105-D,Residential,,"voice, video, data",,2,Internal,,1900 / 2100,,25.0301,Rana.Christie30@T-Mobile.com,,,37.79169411,-122.424416
Tmobile,SF23254,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,55.1338,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.75399159,-122.476558
Tmobile,SF13290,,530,40,Union NCD,40-X,Mixed-Use,,"voice, video, data",,1,Internal,,1900 / 2100,,38.2689,Rana.Christie30@T-Mobile.com,,,37.79818388,-122.4290177
Tmobile,SF72014,,"0676/033
0676/072-073",,"RM-3, NCD","50-X, 40-X",Building,,"voice, video, data",,3,Rooftop,,1900 / 2100,,242,Rana.Christie30@T-Mobile.com,,,37.78672,-122.43032
Tmobile,LSF1052BA41,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.7358886,-122.3943955
Tmobile,LSF1050BA11,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.733093,-122.394473
Tmobile,SF03458,,5418,002D,M-1,65-J,light Industrial,,"voice, video, data",,6,Roof,,1900 / 2100,,77.31345,Rana.Christie30@T-Mobile.com,,,37.72836044,-122.3952219
Tmobile,LSF1052BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.736192,-122.393007
Tmobile,SF03139,,2522,010,RH-1(D),40-X,Quasi-Public,,"voice, video, data",,3,Roof,,1900 / 2100,,67.2768,Rana.Christie30@T-Mobile.com,,,37.73444411,-122.4916941
Tmobile,SF03032,,5280,001,P,65-J,Public,,"voice, video, data",,3,Internal,,1900 / 2100,,51.33585,Rana.Christie30@T-Mobile.com,,,37.73991633,-122.393583
Tmobile,SF13016,,6934,1,NC-2,40-X,Commercial,,"voice, video, data",,1,Internal,,1900 / 2100,,26.2641,Rana.Christie30@T-Mobile.com,,,37.7244945,-122.4600857
Tmobile,SF23239,,1626,001,NC-1,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,37.33025,Rana.Christie30@T-Mobile.com,,,37.77649534,-122.476911
Tmobile,LSF1052BA51,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.734937,-122.392752
Tmobile,SF53321,,ROW,ROW,P (Public),OS,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,42.637,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.75574900,-122.48726000
Tmobile,SF13109,,0621,023,POLK -NCD,65-A,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,66.2473,Rana.Christie30@T-Mobile.com,,,37.77968333,-122.4135889
Tmobile,LSF1052BA21,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.736299,-122.391512
Tmobile,SF1041BA_61,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.746412,-122.42021
Tmobile,LSF1041BA61,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.746412,-122.42021
Tmobile,SF03264,,0702,004,NC-3,65-A,Commercial,,"voice, video, data",,1,Basement,,1900 / 2100,,51.2577,Rana.Christie30@T-Mobile.com,,,37.78463856,-122.4331104
Tmobile,SF13089,,700,18,NC-3,50-X,Hotel,,"voice, video, data",,1 (tripletree),Roof,,1900 / 2100,,44.31665,Rana.Christie30@T-Mobile.com,,,37.77186246,-122.4321043
Tmobile,SF43399,,Mission Bay UCSF Development,Not Available,MB-RA,90-x/160-x,Commercial,,"voice, video, data",,9,Internal,,1900 / 2100 / 700,,77.31345,Rana.Christie30@T-Mobile.com,,,37.7684,-122.394
Tmobile,SF13158,,4099,001,R-3,40-X,Commercial,,"voice, video, data",,1,Roof,,1900 / 2100,,24.2633,Rana.Christie30@T-Mobile.com,,,37.75978445,-122.3975365
Tmobile,SF43417,,ROW,ROW,NC-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,46.8766,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.7444,-122.427
Tmobile,SF63444,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,48.1146,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.756597,-122.506903
Tmobile,SF1001BA_31,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.771965,-122.416888
Tmobile,LSF1001BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.771965,-122.416888
Tmobile,SF23246,,1888,007,R-1,40-X,Commercial,,"voice, video, data",,1,Roof,,1900 / 2100,,29.1234,Rana.Christie30@T-Mobile.com,,,37.75684458,-122.501389
Tmobile,LSF1051BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.733792,-122.390445
Tmobile,SF33296A,,8711,007,MB-RA,MB-RA,UCSF mission capmus,,"voice, video, data",,,Roof,,1900 / 2100,,157.47665,Rana.Christie30@T-Mobile.com,,UCSF,37.769812,-122.389531
Tmobile,LSF1051BA11,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.735135,-122.389734
Tmobile,SF70349,,0863,005,C-3-G,120-F,Commercial,,"voice, video, data",,3,Internal,,1900 / 2100,,82.0872335,Rana.Christie30@T-Mobile.com,,,37.775,-122.42
Tmobile,SF1001BA_41,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.771493,-122.41465
Tmobile,LSF1001BA41,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,27.5,T-Mobile NOC,,Small cell,37.771493,-122.41465
Tmobile,SF70359A,,3506,001,C-3-G,120/400-R-2,General,,"voice, video, data",,10,Roof,,1900 / 2100 / 700,,143.37265,Rana.Christie30@T-Mobile.com,,,37.775047,-122.418713
Tmobile,SF23278,,6418,065,NC-1,40-X,Commercial,,"voice, video, data",,1,Roof,,1900 / 2100,,39.1274,Rana.Christie30@T-Mobile.com,,,37.7121929,-122.4316296
Tmobile,LSF1051BA41,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.734429,-122.389883
Tmobile,SF03016,,1865,004,RH-2,40-X,Quasi-Public,,"voice, video, data",,6,Roof,,1900 / 2100,,53.1837,Rana.Christie30@T-Mobile.com,,,37.759243,-122.477438
Tmobile,SF03128,,2400,050,NC-2,65-A,Mixed-Use,,"voice, video, data",,6,Internal,,1900 / 2100,,54.2005,Rana.Christie30@T-Mobile.com,,,37.74255522,-122.4825271
Tmobile,SF53310,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,44.1458,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7453,-122.432
Tmobile,SF53430,,1734,001,RM-1,40-X,Residential,,"voice, video, data",,6,Indoor,,1900 / 2100 / 700,,92.30305,Rana.Christie30@T-Mobile.com,,,37.76534700,-122.47426700
Tmobile,SF43588,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,43.621,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7588,-122.5
Tmobile,SF03010,,0670,017,RC-4,130-V,Commercial,,"voice, video, data",,6,Basement,,700 / 1900 / 2100,,63.30785,Rana.Christie30@T-Mobile.com,,,37.788333,-122.4216938
Tmobile,SF13327,,2380,42,M-1,65-J,Industrial,,"voice, video, data",,3,Ground,,700 / 1900 / 2100,,33.3125,Rana.Christie30@T-Mobile.com,,,37.752326,-122.393409
Tmobile,SF13993,,3510,49,C-3-G,85-X,Commercial,,"voice, video, data",,6,Rooftop,,700 / 1900 / 2100,,78.2648,Rana.Christie30@T-Mobile.com,,,37.77486681,-122.416218
Tmobile,SF70041,,4279,028,M-1,65J,Industrial,,"voice, video, data",,3,Ground,,1900 / 2100,,34.8391,Rana.Christie30@T-Mobile.com,,,37.750869,-122.403912
Tmobile,SF13091,,1232,4,Haight NCD,40-X,Mixed-Use,,"voice, video, data",,2,Internal,,1900 / 2100,,43.0045,Rana.Christie30@T-Mobile.com,,,37.76423656,-122.417176
Tmobile,SF03003,,0498,010,RC-3,65-A,Mixed-Use,,"voice, video, data",,6,Roof,,1900 / 2100,,57.1853,Rana.Christie30@T-Mobile.com,,,37.80138889,-122.4250827
Tmobile,SF03151,,0187,007,RM-3,65-A,Residential,,"voice, video, data",,1,Roof,,1900 / 2100,,60.2449,Rana.Christie30@T-Mobile.com,,,37.794035,-122.416594
Tmobile,SF13147,,4003,033,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Basement,,1900 / 2100,,39.1274,Rana.Christie30@T-Mobile.com,,,37.76272744,-122.396695
Tmobile,SF13014,,1798,59,RH-2,40-X,Church,,"voice, video, data",,1,Ground,,1900 / 2100,,30.0157,Rana.Christie30@T-Mobile.com,,,37.76042857,-122.50275
Tmobile,SF03022,,3923,002,M-1,40-X,Industrial,,"voice, video, data",,9,Roof,,700 / 1900 / 2100,,83.31585,Rana.Christie30@T-Mobile.com,,,37.76861044,-122.4109167
Tmobile,SF1001BA_21,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.77337,-122.411304
Tmobile,LSF1001BA11,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,2 x 5W on 1900 / 2 x 5W on 2100,30,T-Mobile NOC,,Small cell,37.775161,-122.413136
Tmobile,LSF1001BA21,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.77337,-122.411304
Tmobile,LSF1052BA11,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.737373,-122.393625
Tmobile,LSF1023BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.730534,-122.381371
Tmobile,SF43413,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,46.8766,Rana.Christie30@T-Mobile.com,,DAS anchor id,37.7624,-122.471
Tmobile,SF43569,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,52.1162,Ryan.Wunsch1@T-Mobile.com,,,37.7616,-122.447
Tmobile,SF23237,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,37.6514,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.7639,-122.468
Tmobile,SF03282,,0355,010,C-3-O,80-X,Mixed-Use,,"voice, video, data",,3,Internal,,1900 / 2100 / 700,,14.0093,Rana.Christie30@T-Mobile.com,,,37.77783267,-122.4163056
Tmobile,SF03278,,28,015,C-2,40-X,Commercial,,"voice, video, data",,6,Roof,,1900 / 2100,,51.33585,Rana.Christie30@T-Mobile.com,,,37.805644,-122.417216
